transaction_id,account_id,security_id,transaction_type,transaction_date,settlement_date,quantity,price,amount,status
TXN00000487,AC000075,SEC00046,Dividend,2024-04-01,2024-04-03,,,779.07,Settled
TXN00000185,AC000075,SEC00018,Buy,2024-04-05,2024-04-09,1221.00,25.45,31384.01,Settled
TXN00001000,AC000075,SEC00069,Dividend,2024-04-30,2024-05-02,,,1702.39,Settled
TXN00001697,AC000006,SEC00068,Buy,2024-05-06,2024-05-08,18.00,306.60,5560.52,Settled
TXN00001889,AC000006,SEC00104,Sell,2024-05-13,2024-05-15,28.00,285.94,-8079.98,Settled
TXN00002002,AC000006,SEC00107,Buy,2024-05-24,2024-05-28,103.00,345.84,35825.21,Settled
TXN00001049,AC000075,SEC00008,Sell,2024-05-29,2024-05-31,289.00,110.03,-31969.63,Settled
TXN00002586,AC000006,SEC00128,Sell,2024-06-04,2024-06-06,38.00,389.10,-14913.43,Settled
TXN00000983,AC000006,SEC00103,Sell,2024-06-07,2024-06-11,218.00,137.55,-30070.16,Settled
TXN00001672,AC000006,SEC00062,Dividend,2024-06-11,2024-06-13,,,504.60,Settled
TXN00001681,AC000066,SEC00097,Buy,2024-06-17,2024-06-19,56.00,311.18,17556.04,Settled
TXN00001791,AC000006,SEC00066,Dividend,2024-06-19,2024-06-21,,,1535.60,Settled
TXN00000066,AC000006,SEC00002,Buy,2024-06-28,2024-07-02,12.00,285.81,3448.68,Settled
TXN00002168,AC000006,,Interest,2024-07-01,2024-07-03,,,9946.93,Settled
TXN00000910,AC000066,SEC00050,Dividend,2024-07-15,2024-07-17,,,828.63,Settled
TXN00002660,AC000093,,Interest,2024-07-19,2024-07-23,,,141.42,Settled
TXN00001406,AC000075,SEC00046,Buy,2024-07-22,2024-07-24,92.00,410.66,38098.14,Settled
TXN00002073,AC000093,SEC00104,Sell,2024-07-22,2024-07-24,14.00,277.07,-3917.36,Settled
TXN00001573,AC000093,SEC00027,Buy,2024-07-26,2024-07-30,739.00,23.01,17130.36,Settled
TXN00001853,AC000075,SEC00058,Sell,2024-08-02,2024-08-06,665.00,113.86,-76302.05,Settled
TXN00000426,AC000075,SEC00058,Sell,2024-08-05,2024-08-07,1132.00,109.04,-123969.80,Settled
TXN00000077,AC000066,,Interest,2024-08-07,2024-08-09,,,667.04,Settled
TXN00001915,AC000075,SEC00003,Buy,2024-08-18,2024-08-20,146.00,191.81,28053.30,Settled
TXN00001317,AC000093,,Interest,2024-08-19,2024-08-21,,,500.94,Settled
TXN00000429,AC000075,SEC00107,Dividend,2024-08-23,2024-08-27,,,769.17,Settled
TXN00001359,AC000093,SEC00011,Dividend,2024-08-28,2024-08-30,,,232.42,Settled
TXN00000530,AC000075,SEC00049,Dividend,2024-08-29,2024-09-02,,,184.69,Settled
TXN00000491,AC000006,SEC00007,Buy,2024-08-30,2024-09-03,1584.00,105.05,167501.73,Settled
TXN00000122,AC000066,SEC00164,Dividend,2024-09-02,2024-09-04,,,1577.12,Settled
TXN00000850,AC000006,,Interest,2024-09-13,2024-09-17,,,32079.98,Settled
TXN00002593,AC000093,SEC00165,Dividend,2024-09-17,2024-09-19,,,71.68,Settled
TXN00002810,AC000093,SEC00094,Dividend,2024-09-18,2024-09-20,,,169.09,Settled
TXN00001333,AC000093,SEC00066,Sell,2024-09-24,2024-09-26,1301.00,103.51,-134900.33,Settled
TXN00000823,AC000075,,Fee,2024-09-30,2024-10-02,,,-18.68,Settled
TXN00000839,AC000075,SEC00007,Buy,2024-10-08,2024-10-10,1475.00,100.19,148534.46,Settled
TXN00002495,AC000075,SEC00137,Buy,2024-10-10,2024-10-14,80.00,345.98,27951.94,Settled
TXN00001499,AC000066,SEC00051,Buy,2024-10-15,2024-10-17,33.00,90.68,2996.37,Settled
TXN00000327,AC000093,SEC00046,Dividend,2024-10-28,2024-10-30,,,155.12,Settled
TXN00000024,AC000066,SEC00004,Buy,2024-10-29,2024-10-31,54.00,91.35,4947.01,Settled
TXN00001836,AC000075,SEC00169,Dividend,2024-11-12,2024-11-14,,,1832.11,Settled
TXN00000595,AC000066,SEC00030,Buy,2024-11-13,2024-11-15,821.00,11.33,9348.37,Settled
TXN00002555,AC000006,,Interest,2024-12-08,2024-12-10,,,17596.49,Settled
TXN00000467,AC000006,SEC00097,Dividend,2024-12-09,2024-12-11,,,955.80,Settled
TXN00002022,AC000006,SEC00013,Dividend,2024-12-09,2024-12-11,,,1873.17,Settled
TXN00001848,AC000093,SEC00043,Sell,2024-12-11,2024-12-13,162.00,214.07,-34733.65,Settled
TXN00002023,AC000006,SEC00064,Buy,2024-12-13,2024-12-17,359.00,66.10,23757.00,Settled
TXN00002658,AC000093,SEC00138,Dividend,2024-12-15,2024-12-17,,,344.58,Settled
TXN00000884,AC000006,SEC00106,Dividend,2024-12-20,2024-12-24,,,582.08,Settled
TXN00001923,AC000006,SEC00167,Sell,2024-12-23,2024-12-25,1460.00,87.96,-128977.62,Settled
TXN00002443,AC000006,SEC00168,Sell,2024-12-26,2024-12-30,313.00,86.28,-27110.95,Settled
TXN00002300,AC000006,SEC00021,Dividend,2025-01-19,2025-01-21,,,1115.36,Settled
TXN00001142,AC000006,SEC00057,Dividend,2025-02-03,2025-02-05,,,1109.15,Settled
TXN00001570,AC000093,SEC00037,Buy,2025-02-10,2025-02-12,20.00,487.99,9828.69,Settled
TXN00000198,AC000059,SEC00024,Sell,2024-01-10,2024-01-12,178.00,84.79,-15143.09,Settled
TXN00000623,AC000059,SEC00152,Dividend,2024-01-15,2024-01-17,,,1178.47,Settled
TXN00000371,AC000059,SEC00006,Dividend,2024-03-19,2024-03-21,,,1243.37,Settled
TXN00000528,AC000059,SEC00049,Dividend,2024-04-22,2024-04-24,,,743.14,Settled
TXN00001979,AC000059,SEC00023,Dividend,2024-06-10,2024-06-12,,,371.58,Settled
TXN00001046,AC000059,SEC00125,Buy,2024-06-13,2024-06-17,202.00,175.15,35470.38,Settled
TXN00000733,AC000059,,Interest,2024-06-14,2024-06-18,,,892.74,Settled
TXN00002472,AC000059,,Interest,2024-07-09,2024-07-11,,,1606.08,Settled
TXN00002256,AC000059,SEC00103,Sell,2024-07-11,2024-07-15,64.00,134.10,-8595.93,Settled
TXN00002740,AC000059,,Fee,2024-07-15,2024-07-17,,,-76.06,Settled
TXN00000457,AC000059,SEC00137,Dividend,2024-07-19,2024-07-23,,,1273.11,Settled
TXN00000682,AC000059,SEC00014,Buy,2024-07-22,2024-07-24,263.00,57.63,15239.56,Settled
TXN00000899,AC000059,,Fee,2024-07-30,2024-08-01,,,-26.83,Settled
TXN00001145,AC000059,SEC00166,Buy,2024-08-12,2024-08-14,236.00,42.17,9990.40,Settled
TXN00000508,AC000059,SEC00007,Sell,2024-09-27,2024-10-01,828.00,104.27,-86525.65,Settled
TXN00001926,AC000059,SEC00009,Dividend,2024-10-08,2024-10-10,,,695.53,Settled
TXN00000762,AC000059,SEC00135,Buy,2025-01-27,2025-01-29,202.00,128.81,26173.85,Settled
TXN00001029,AC000059,,Interest,2025-02-10,2025-02-12,,,880.50,Settled
TXN00002221,AC000059,,Interest,2025-03-04,2025-03-06,,,1352.07,Settled
TXN00000652,AC000059,SEC00025,Dividend,2025-03-24,2025-03-26,,,303.14,Settled
TXN00002273,AC000059,SEC00077,Sell,2025-04-07,2025-04-09,84.00,488.14,-41091.25,Settled
TXN00001838,AC000059,SEC00021,Sell,2025-06-26,2025-06-30,101.00,141.98,-14464.44,Settled
TXN00001508,AC000059,SEC00137,Dividend,2025-06-27,2025-07-01,,,118.06,Settled
TXN00000854,AC000059,SEC00093,Buy,2025-08-25,2025-08-27,1339.00,86.55,116529.56,Settled
TXN00002252,AC000059,SEC00078,Buy,2025-08-27,2025-08-29,111.00,131.76,14706.57,Settled
TXN00002372,AC000059,,Interest,2025-09-26,2025-09-30,,,1112.59,Settled
TXN00002504,AC000059,SEC00091,Buy,2025-10-06,2025-10-08,42.00,483.54,20460.03,Settled
TXN00002293,AC000059,SEC00161,Dividend,2025-10-20,2025-10-22,,,1531.82,Settled
TXN00002132,AC000059,SEC00083,Sell,2025-10-21,2025-10-23,901.00,104.57,-94566.95,Settled
TXN00002646,AC000059,SEC00085,Sell,2025-10-24,2025-10-28,256.00,115.31,-29743.70,Settled
TXN00001748,AC000059,SEC00070,Buy,2025-11-19,2025-11-21,102.00,223.64,22882.23,Settled
TXN00002780,AC000026,SEC00145,Buy,2024-02-26,2024-02-28,588.00,71.09,41911.05,Settled
TXN00001592,AC000026,SEC00047,Dividend,2024-04-17,2024-04-19,,,201.36,Settled
TXN00002643,AC000026,SEC00087,Dividend,2024-04-17,2024-04-19,,,715.56,Settled
TXN00002301,AC000026,,Interest,2024-05-04,2024-05-07,,,11535.43,Settled
TXN00001435,AC000026,SEC00012,Sell,2024-06-24,2024-06-26,351.00,114.50,-40283.34,Settled
TXN00002066,AC000026,,Interest,2024-07-05,2024-07-09,,,52341.80,Settled
TXN00001736,AC000026,SEC00076,Dividend,2024-07-23,2024-07-25,,,1540.75,Settled
TXN00001278,AC000026,SEC00062,Sell,2024-07-24,2024-07-26,310.00,101.58,-31718.10,Settled
TXN00000276,AC000026,SEC00064,Sell,2024-10-07,2024-10-09,156.00,69.92,-10941.25,Settled
TXN00001528,AC000026,SEC00025,Sell,2024-10-22,2024-10-24,253.00,68.12,-17397.52,Settled
TXN00001778,AC000026,SEC00114,Dividend,2024-12-16,2024-12-18,,,672.79,Settled
TXN00000923,AC000026,SEC00152,Sell,2025-01-01,2025-01-03,84.00,229.26,-19304.23,Settled
TXN00000557,AC000026,SEC00114,Dividend,2025-01-03,2025-01-07,,,945.86,Settled
TXN00001583,AC000026,SEC00047,Sell,2025-01-23,2025-01-27,57.00,364.16,-20825.10,Settled
TXN00001372,AC000026,SEC00158,Sell,2025-01-24,2025-01-28,56.00,173.95,-9823.07,Settled
TXN00001327,AC000026,SEC00072,Dividend,2025-02-24,2025-02-26,,,1790.96,Settled
TXN00002681,AC000026,SEC00093,Sell,2025-04-21,2025-04-23,1410.00,87.61,-124571.14,Settled
TXN00001872,AC000026,SEC00108,Dividend,2025-05-13,2025-05-15,,,691.56,Settled
TXN00000512,AC000026,SEC00044,Buy,2025-06-26,2025-06-30,172.00,148.55,25779.66,Settled
TXN00001988,AC000026,SEC00127,Sell,2025-07-03,2025-07-07,272.00,147.35,-40323.42,Settled
TXN00001742,AC000026,SEC00140,Dividend,2025-07-08,2025-07-10,,,976.55,Settled
TXN00000228,AC000026,SEC00162,Buy,2025-08-20,2025-08-22,46.00,193.01,8924.43,Settled
TXN00002326,AC000026,,Interest,2025-08-25,2025-08-27,,,28187.22,Settled
TXN00001441,AC000026,SEC00014,Sell,2025-09-05,2025-09-09,324.00,56.15,-18300.49,Settled
TXN00001200,AC000026,,Fee,2025-10-08,2025-10-10,,,-109315.64,Settled
TXN00001948,AC000026,SEC00118,Sell,2025-10-27,2025-10-29,60.00,55.05,-3309.23,Settled
TXN00001072,AC000026,SEC00118,Dividend,2025-11-03,2025-11-05,,,1452.53,Settled
TXN00001661,AC000026,SEC00109,Buy,2025-11-11,2025-11-13,132.00,284.85,37790.08,Settled
TXN00000142,AC000026,,Fee,2025-11-17,2025-11-19,,,-56.74,Settled
TXN00002279,AC000026,SEC00006,Buy,2025-12-15,2025-12-17,375.00,47.18,17866.09,Settled
TXN00002105,AC000066,SEC00049,Sell,2025-02-10,2025-02-12,63.00,453.46,-28743.46,Settled
TXN00001206,AC000006,SEC00019,Buy,2025-02-13,2025-02-17,85.00,367.22,31346.04,Settled
TXN00001628,AC000006,SEC00100,Buy,2025-02-17,2025-02-19,177.00,347.58,61724.90,Settled
TXN00002618,AC000075,SEC00129,Sell,2025-02-23,2025-02-25,385.00,24.22,-9417.28,Settled
TXN00001152,AC000066,,Fee,2025-02-24,2025-02-26,,,-4807.30,Settled
TXN00002240,AC000006,SEC00124,Dividend,2025-02-24,2025-02-26,,,1959.09,Settled
TXN00001612,AC000066,SEC00100,Sell,2025-03-10,2025-03-12,157.00,326.89,-51814.95,Settled
TXN00000308,AC000066,SEC00043,Sell,2025-03-17,2025-03-19,36.00,204.62,-7424.52,Settled
TXN00001425,AC000093,SEC00006,Sell,2025-03-18,2025-03-20,35.00,49.46,-1740.07,Settled
TXN00000476,AC000006,SEC00090,Dividend,2025-03-19,2025-03-21,,,675.98,Settled
TXN00000997,AC000075,SEC00112,Buy,2025-03-27,2025-03-31,24.00,486.06,11688.95,Settled
TXN00001671,AC000066,SEC00146,Buy,2025-03-31,2025-04-02,139.00,138.50,19419.27,Settled
TXN00001232,AC000066,SEC00093,Dividend,2025-04-07,2025-04-09,,,599.43,Settled
TXN00002106,AC000075,SEC00087,Buy,2025-04-11,2025-04-15,154.00,29.83,4635.86,Settled
TXN00002020,AC000006,SEC00141,Buy,2025-04-13,2025-04-15,166.00,142.79,23869.23,Settled
TXN00000959,AC000075,SEC00098,Buy,2025-04-16,2025-04-18,76.00,481.76,36942.12,Settled
TXN00000179,AC000006,SEC00101,Sell,2025-04-21,2025-04-23,148.00,212.55,-31553.41,Settled
TXN00000587,AC000075,SEC00118,Buy,2025-04-22,2025-04-24,162.00,58.38,9498.37,Settled
TXN00001776,AC000006,SEC00079,Dividend,2025-05-01,2025-05-05,,,1515.09,Settled
TXN00001495,AC000066,SEC00029,Dividend,2025-05-09,2025-05-13,,,1412.88,Settled
TXN00000953,AC000066,,Interest,2025-05-22,2025-05-26,,,1711.12,Settled
TXN00002611,AC000093,SEC00121,Buy,2025-05-30,2025-06-03,279.00,92.05,25726.49,Settled
TXN00002184,AC000093,SEC00133,Dividend,2025-06-04,2025-06-06,,,244.02,Settled
TXN00000017,AC000066,SEC00056,Sell,2025-06-09,2025-06-11,322.00,29.75,-9654.93,Settled
TXN00001033,AC000006,SEC00137,Buy,2025-06-10,2025-06-12,51.00,348.03,17790.39,Settled
TXN00002271,AC000066,SEC00080,Buy,2025-06-12,2025-06-16,27.00,209.79,5675.34,Settled
TXN00000829,AC000093,SEC00077,Sell,2025-06-16,2025-06-18,47.00,484.57,-22969.14,Settled
TXN00001048,AC000075,SEC00091,Sell,2025-06-25,2025-06-27,65.00,494.57,-32428.15,Settled
TXN00002345,AC000093,SEC00133,Dividend,2025-06-27,2025-07-01,,,124.16,Settled
TXN00002725,AC000093,,Fee,2025-06-28,2025-07-01,,,-76.87,Settled
TXN00001153,AC000006,SEC00067,Buy,2025-06-30,2025-07-02,72.00,234.29,16888.83,Settled
TXN00002592,AC000066,SEC00163,Dividend,2025-07-03,2025-07-07,,,969.89,Settled
TXN00000613,AC000075,SEC00138,Buy,2025-07-14,2025-07-16,220.00,97.65,21625.24,Settled
TXN00002806,AC000075,SEC00032,Buy,2025-07-14,2025-07-16,172.00,93.01,16017.73,Settled
TXN00001044,AC000066,SEC00058,Dividend,2025-07-16,2025-07-18,,,1708.98,Settled
TXN00002032,AC000066,SEC00103,Dividend,2025-07-22,2025-07-24,,,491.77,Settled
TXN00000991,AC000006,SEC00039,Buy,2025-07-23,2025-07-25,200.00,74.50,14936.41,Settled
TXN00001804,AC000006,SEC00098,Buy,2025-07-28,2025-07-30,17.00,481.97,8238.52,Settled
TXN00000779,AC000075,SEC00102,Dividend,2025-08-26,2025-08-28,,,1581.77,Settled
TXN00001276,AC000093,SEC00102,Buy,2025-08-26,2025-08-28,160.00,56.88,9180.82,Settled
TXN00000051,AC000075,SEC00027,Buy,2025-09-01,2025-09-03,211.00,21.72,4599.44,Settled
TXN00002651,AC000066,SEC00079,Buy,2025-09-06,2025-09-09,76.00,307.73,23584.71,Settled
TXN00002664,AC000093,SEC00134,Dividend,2025-09-15,2025-09-17,,,348.89,Settled
TXN00000241,AC000075,SEC00096,Buy,2025-09-17,2025-09-19,1277.00,58.30,75066.53,Settled
TXN00002513,AC000066,SEC00129,Sell,2025-09-17,2025-09-19,130.00,24.88,-3243.06,Settled
TXN00001761,AC000093,SEC00073,Buy,2025-09-23,2025-09-25,12.00,163.29,1970.24,Settled
TXN00000567,AC000006,SEC00108,Buy,2025-10-24,2025-10-28,32.00,474.93,15225.17,Settled
TXN00002027,AC000093,SEC00008,Buy,2025-11-03,2025-11-05,242.00,102.43,24908.96,Settled
TXN00000437,AC000006,SEC00142,Dividend,2025-11-07,2025-11-11,,,866.97,Settled
TXN00001094,AC000006,SEC00002,Dividend,2025-11-14,2025-11-18,,,712.74,Settled
TXN00001891,AC000075,SEC00059,Dividend,2025-11-14,2025-11-18,,,1493.59,Settled
TXN00002276,AC000075,SEC00128,Dividend,2025-11-17,2025-11-19,,,1639.59,Settled
TXN00000790,AC000075,SEC00032,Dividend,2025-11-24,2025-11-26,,,492.48,Settled
TXN00002630,AC000075,SEC00085,Dividend,2025-11-27,2025-12-01,,,157.03,Settled
TXN00000409,AC000066,SEC00046,Sell,2025-12-08,2025-12-10,51.00,422.13,-21631.14,Settled
TXN00001039,AC000066,SEC00005,Sell,2025-12-09,2025-12-11,48.00,414.51,-20063.31,Settled
TXN00002077,AC000006,SEC00143,Dividend,2025-12-11,2025-12-15,,,1048.42,Settled
TXN00001512,AC000015,SEC00032,Buy,2024-01-01,2024-01-03,115.00,86.16,9966.40,Settled
TXN00002508,AC000056,SEC00149,Buy,2024-01-09,2024-01-11,488.00,74.33,36596.64,Settled
TXN00001259,AC000056,SEC00154,Sell,2024-01-17,2024-01-19,83.00,214.00,-17788.72,Settled
TXN00001817,AC000056,SEC00086,Buy,2024-01-17,2024-01-19,179.00,158.31,28615.48,Settled
TXN00000031,AC000015,SEC00020,Buy,2024-02-26,2024-02-28,1292.00,90.54,117299.32,Settled
TXN00000265,AC000056,SEC00132,Buy,2024-03-04,2024-03-06,491.00,16.28,8054.48,Settled
TXN00001626,AC000056,SEC00007,Buy,2024-03-11,2024-03-13,1767.00,101.05,180164.05,Settled
TXN00002193,AC000015,SEC00006,Buy,2024-03-11,2024-03-13,178.00,48.38,8652.53,Settled
TXN00000974,AC000015,SEC00121,Dividend,2024-03-16,2024-03-19,,,348.89,Settled
TXN00002486,AC000056,SEC00020,Buy,2024-03-27,2024-03-29,1125.00,89.97,101731.47,Settled
TXN00001485,AC000056,SEC00101,Dividend,2024-04-02,2024-04-04,,,99.31,Settled
TXN00000428,AC000015,SEC00030,Sell,2024-04-08,2024-04-10,1078.00,10.65,-11535.22,Settled
TXN00001714,AC000056,SEC00098,Buy,2024-04-19,2024-04-23,74.00,490.61,36632.67,Settled
TXN00001962,AC000015,SEC00071,Dividend,2024-04-28,2024-04-30,,,1006.45,Settled
TXN00001943,AC000056,SEC00142,Buy,2024-04-29,2024-05-01,123.00,138.34,17108.05,Settled
TXN00000396,AC000015,SEC00078,Buy,2024-05-01,2024-05-03,288.00,126.74,36567.48,Settled
TXN00002260,AC000015,,Fee,2024-05-03,2024-05-07,,,-56.17,Settled
TXN00000143,AC000056,SEC00085,Sell,2024-05-09,2024-05-13,1494.00,116.87,-176107.05,Settled
TXN00002420,AC000015,SEC00065,Sell,2024-06-11,2024-06-13,175.00,301.04,-53194.83,Settled
TXN00001902,AC000056,SEC00063,Sell,2024-07-15,2024-07-17,55.00,343.31,-19001.87,Settled
TXN00000582,AC000015,SEC00086,Sell,2024-07-25,2024-07-29,152.00,167.55,-25634.98,Settled
TXN00000438,AC000056,SEC00008,Buy,2024-07-26,2024-07-30,205.00,105.61,21759.74,Settled
TXN00002565,AC000056,SEC00143,Sell,2024-08-01,2024-08-05,72.00,200.83,-14513.97,Settled
TXN00002163,AC000015,SEC00004,Sell,2024-08-23,2024-08-27,229.00,98.09,-22595.55,Settled
TXN00001293,AC000015,SEC00088,Sell,2024-08-26,2024-08-28,606.00,67.57,-41355.73,Settled
TXN00001827,AC000056,SEC00065,Buy,2024-08-28,2024-08-30,172.00,275.63,47739.48,Settled
TXN00000364,AC000015,SEC00138,Dividend,2024-08-30,2024-09-03,,,563.15,Settled
TXN00001129,AC000056,SEC00140,Buy,2024-10-21,2024-10-23,30.00,206.28,6226.91,Settled
TXN00000159,AC000015,SEC00101,Buy,2024-10-25,2024-10-29,151.00,214.41,32435.38,Settled
TXN00000055,AC000056,SEC00023,Buy,2024-11-12,2024-11-14,143.00,268.88,38738.32,Settled
TXN00001903,AC000015,SEC00157,Buy,2024-11-13,2024-11-15,1311.00,80.11,105843.36,Settled
TXN00001489,AC000056,SEC00088,Buy,2024-11-18,2024-11-20,1997.00,65.57,131585.50,Settled
TXN00000453,AC000015,SEC00061,Dividend,2024-11-21,2024-11-25,,,985.78,Settled
TXN00001162,AC000015,SEC00114,Dividend,2024-12-02,2024-12-04,,,1353.21,Settled
TXN00001211,AC000056,SEC00010,Dividend,2024-12-02,2024-12-04,,,483.16,Settled
TXN00000789,AC000015,SEC00156,Dividend,2024-12-19,2024-12-23,,,290.80,Settled
TXN00001650,AC000056,,Fee,2025-01-07,2025-01-09,,,-28.15,Settled
TXN00002314,AC000056,,Fee,2025-01-22,2025-01-24,,,-21.28,Settled
TXN00001524,AC000056,SEC00009,Sell,2025-01-31,2025-02-04,103.00,99.05,-10216.19,Settled
TXN00000237,AC000015,,Fee,2025-02-12,2025-02-14,,,-32749.47,Settled
TXN00000555,AC000015,SEC00090,Buy,2025-02-25,2025-02-27,27.00,358.75,9721.61,Settled
TXN00001892,AC000015,SEC00080,Dividend,2025-02-28,2025-03-04,,,1157.10,Settled
TXN00001555,AC000015,SEC00031,Buy,2025-04-01,2025-04-03,231.00,53.16,12352.19,Settled
TXN00002216,AC000015,SEC00046,Dividend,2025-04-07,2025-04-09,,,1376.58,Settled
TXN00001725,AC000056,,Fee,2025-04-09,2025-04-11,,,-75.90,Settled
TXN00001181,AC000015,SEC00162,Buy,2025-04-11,2025-04-15,108.00,191.50,20885.52,Settled
TXN00002609,AC000015,SEC00030,Buy,2025-05-08,2025-05-12,1290.00,10.85,14118.82,Settled
TXN00000131,AC000056,SEC00089,Sell,2025-05-14,2025-05-16,1079.00,92.90,-100818.03,Settled
TXN00000654,AC000015,SEC00057,Dividend,2025-05-24,2025-05-27,,,929.48,Settled
TXN00000618,AC000056,SEC00048,Buy,2025-05-26,2025-05-28,29.00,337.64,9885.16,Settled
TXN00001447,AC000015,,Fee,2025-06-17,2025-06-19,,,-41626.90,Settled
TXN00001525,AC000056,SEC00135,Buy,2025-07-04,2025-07-08,337.00,129.48,43804.00,Settled
TXN00000206,AC000056,,Interest,2025-07-07,2025-07-09,,,91.82,Settled
TXN00001320,AC000015,SEC00149,Dividend,2025-07-12,2025-07-15,,,1109.81,Settled
TXN00001658,AC000015,SEC00019,Sell,2025-07-22,2025-07-24,50.00,352.58,-17726.88,Settled
TXN00001373,AC000056,SEC00151,Buy,2025-08-28,2025-09-01,33.00,510.35,16881.02,Settled
TXN00000820,AC000015,SEC00023,Dividend,2025-09-04,2025-09-08,,,1319.65,Settled
TXN00001396,AC000015,SEC00090,Sell,2025-09-20,2025-09-23,145.00,339.23,-49604.12,Settled
TXN00000967,AC000015,SEC00072,Buy,2025-10-11,2025-10-14,286.00,72.64,20881.15,Settled
TXN00000979,AC000056,SEC00048,Buy,2025-10-17,2025-10-21,46.00,356.42,16462.43,Settled
TXN00000507,AC000056,SEC00112,Buy,2025-10-21,2025-10-23,82.00,486.96,39982.25,Settled
TXN00001500,AC000056,SEC00033,Dividend,2025-11-06,2025-11-10,,,359.96,Settled
TXN00002397,AC000056,SEC00110,Dividend,2025-11-14,2025-11-18,,,283.21,Settled
TXN00001252,AC000056,SEC00027,Buy,2025-11-25,2025-11-27,1628.00,21.10,34547.85,Settled
TXN00001155,AC000056,SEC00072,Buy,2025-12-12,2025-12-16,1402.00,71.07,100385.28,Settled
TXN00002594,AC000050,SEC00015,Buy,2023-12-18,2023-12-20,1947.00,88.02,171991.89,Settled
TXN00000086,AC000042,SEC00035,Buy,2024-01-01,2024-01-03,139.00,226.47,31595.98,Settled
TXN00002450,AC000068,SEC00155,Dividend,2024-01-15,2024-01-17,,,1120.61,Settled
TXN00001106,AC000068,SEC00129,Dividend,2024-01-23,2024-01-25,,,1173.63,Settled
TXN00001533,AC000042,SEC00111,Dividend,2024-01-23,2024-01-25,,,246.33,Settled
TXN00001223,AC000050,SEC00136,Sell,2024-01-26,2024-01-30,181.00,338.41,-61861.10,Settled
TXN00001772,AC000050,SEC00092,Dividend,2024-02-11,2024-02-13,,,808.89,Settled
TXN00000786,AC000042,SEC00075,Buy,2024-02-12,2024-02-14,87.00,185.90,16233.28,Settled
TXN00000155,AC000068,SEC00023,Sell,2024-02-13,2024-02-15,155.00,259.93,-40504.52,Settled
TXN00001318,AC000042,SEC00001,Sell,2024-02-28,2024-03-01,61.00,155.07,-9538.93,Settled
TXN00000178,AC000070,SEC00104,Buy,2024-03-13,2024-03-15,60.00,283.18,17157.29,Settled
TXN00001858,AC000042,SEC00074,Sell,2024-03-18,2024-03-20,47.00,240.25,-11369.46,Settled
TXN00002081,AC000068,SEC00073,Dividend,2024-03-19,2024-03-21,,,754.08,Settled
TXN00001103,AC000070,SEC00064,Dividend,2024-04-03,2024-04-05,,,1926.07,Settled
TXN00002657,AC000050,,Interest,2024-04-03,2024-04-05,,,2623.05,Settled
TXN00000095,AC000042,SEC00129,Sell,2024-04-24,2024-04-26,400.00,24.92,-10047.64,Settled
TXN00000462,AC000050,SEC00140,Sell,2024-05-03,2024-05-07,99.00,221.80,-21997.49,Settled
TXN00002721,AC000070,SEC00053,Sell,2024-05-06,2024-05-08,293.00,86.23,-25384.49,Settled
TXN00002620,AC000042,SEC00095,Sell,2024-05-10,2024-05-14,230.00,183.86,-42458.43,Settled
TXN00000927,AC000068,,Fee,2024-05-13,2024-05-15,,,-96.37,Settled
TXN00001262,AC000042,SEC00114,Buy,2024-05-27,2024-05-29,152.00,50.07,7671.16,Settled
TXN00002071,AC000050,SEC00037,Sell,2024-05-27,2024-05-29,24.00,484.40,-11725.31,Settled
TXN00001682,AC000050,,Interest,2024-06-02,2024-06-04,,,2007.04,Settled
TXN00001693,AC000042,SEC00048,Buy,2024-06-27,2024-07-01,39.00,363.59,14289.15,Settled
TXN00000318,AC000070,SEC00023,Buy,2024-07-12,2024-07-16,185.00,273.49,50951.01,Settled
TXN00000751,AC000042,,Interest,2024-07-12,2024-07-16,,,136.16,Settled
TXN00000617,AC000068,SEC00079,Sell,2024-08-05,2024-08-07,18.00,324.10,-5850.83,Settled
TXN00001560,AC000070,,Interest,2024-08-05,2024-08-07,,,20140.19,Settled
TXN00001699,AC000042,SEC00049,Dividend,2024-08-15,2024-08-19,,,344.46,Settled
TXN00001645,AC000068,SEC00091,Dividend,2024-09-16,2024-09-18,,,1163.55,Settled
TXN00002640,AC000070,SEC00100,Sell,2024-09-23,2024-09-25,171.00,338.74,-58243.58,Settled
TXN00002291,AC000068,,Interest,2024-10-07,2024-10-09,,,2173.04,Settled
TXN00002480,AC000068,SEC00166,Dividend,2024-10-16,2024-10-18,,,1203.88,Settled
TXN00000862,AC000042,,Fee,2024-10-21,2024-10-23,,,-68.38,Settled
TXN00000488,AC000070,SEC00134,Buy,2024-11-18,2024-11-20,1139.00,70.85,81157.36,Settled
TXN00000497,AC000068,SEC00158,Buy,2024-11-20,2024-11-22,229.00,186.25,42765.81,Settled
TXN00000441,AC000068,SEC00095,Buy,2024-11-21,2024-11-25,185.00,181.46,33703.07,Settled
TXN00001474,AC000042,SEC00091,Buy,2024-11-25,2024-11-27,15.00,517.17,7810.14,Settled
TXN00001127,AC000068,SEC00035,Dividend,2024-12-02,2024-12-04,,,1411.67,Settled
TXN00000113,AC000070,SEC00164,Dividend,2024-12-05,2024-12-09,,,1306.05,Settled
TXN00001496,AC000042,SEC00099,Sell,2024-12-06,2024-12-10,66.00,208.18,-13790.70,Settled
TXN00000400,AC000042,,Interest,2024-12-16,2024-12-18,,,443.70,Settled
